Well_ID;Treatment;N_souce;miRNA;Pair;Dose(uM);Time;OD_600
C4;scrambled_miRNA;Proline;827;5;2;3;0.182899997
D1;scrambled_miRNA;Proline;827;4;2;3;0.140699998
D2;N.A.;Proline;N.A.;4;N.A.;3;0.103
D4;N.A.;Proline;N.A.;5;N.A.;3;0.110699996
A2;plant_miRNA;Proline;827;1;2;4;0.217800006
A4;N.A.;Proline;N.A.;2;N.A.;4;0.158299997
A5;scrambled_miRNA;Proline;827;3;2;4;0.2086
A6;plant_miRNA;Proline;827;3;2;4;0.208100006
B1;N.A.;Proline;N.A.;1;N.A.;4;0.093400002
B2;scrambled_miRNA;Proline;827;1;2;4;0.133699998
B3;scrambled_miRNA;Proline;827;2;2;4;0.131200001
B4;plant_miRNA;Proline;827;2;2;4;0.133399993
B6;N.A.;Proline;N.A.;3;N.A.;4;0.0748
C1;plant_miRNA;Proline;827;4;2;4;0.107500002
C3;plant_miRNA;Proline;827;5;2;4;0.192100003
C4;scrambled_miRNA;Proline;827;5;2;4;0.192100003
D1;scrambled_miRNA;Proline;827;4;2;4;0.146300003
D2;N.A.;Proline;N.A.;4;N.A.;4;0.099100001
D4;N.A.;Proline;N.A.;5;N.A.;4;0.0964
A2;plant_miRNA;Proline;827;1;2;5;0.220699996
A4;N.A.;Proline;N.A.;2;N.A.;5;0.161300004
A5;scrambled_miRNA;Proline;827;3;2;5;0.206300005
A6;plant_miRNA;Proline;827;3;2;5;0.207599998
B1;N.A.;Proline;N.A.;1;N.A.;5;0.090599999
B2;scrambled_miRNA;Proline;827;1;2;5;0.148699999
B3;scrambled_miRNA;Proline;827;2;2;5;0.140000001
B4;plant_miRNA;Proline;827;2;2;5;0.136700004
B6;N.A.;Proline;N.A.;3;N.A.;5;0.068899997
C1;plant_miRNA;Proline;827;4;2;5;0.108400002
C3;plant_miRNA;Proline;827;5;2;5;0.194299996
C4;scrambled_miRNA;Proline;827;5;2;5;0.199200004
D1;scrambled_miRNA;Proline;827;4;2;5;0.155900002
D2;N.A.;Proline;N.A.;4;N.A.;5;0.099699996
D4;N.A.;Proline;N.A.;5;N.A.;5;0.101300001
A2;plant_miRNA;Proline;827;1;2;6;0.224000007
A4;N.A.;Proline;N.A.;2;N.A.;6;0.168099999
A5;scrambled_miRNA;Proline;827;3;2;6;0.219899997
A6;plant_miRNA;Proline;827;3;2;6;0.218700007
B1;N.A.;Proline;N.A.;1;N.A.;6;0.096100003
B2;scrambled_miRNA;Proline;827;1;2;6;0.154200003
B3;scrambled_miRNA;Proline;827;2;2;6;0.152099997
B4;plant_miRNA;Proline;827;2;2;6;0.155399993
B6;N.A.;Proline;N.A.;3;N.A.;6;0.083099999
C1;plant_miRNA;Proline;827;4;2;6;0.118199997
C3;plant_miRNA;Proline;827;5;2;6;0.207900003
C4;scrambled_miRNA;Proline;827;5;2;6;0.214200005
D1;scrambled_miRNA;Proline;827;4;2;6;0.165299997
D2;N.A.;Proline;N.A.;4;N.A.;6;0.110600002
D4;N.A.;Proline;N.A.;5;N.A.;6;0.111599997
A2;plant_miRNA;Proline;827;1;2;7;0.2271
A4;N.A.;Proline;N.A.;2;N.A.;7;0.167199999
A5;scrambled_miRNA;Proline;827;3;2;7;0.223399997
A6;plant_miRNA;Proline;827;3;2;7;0.223900005
B1;N.A.;Proline;N.A.;1;N.A.;7;0.096900001
B2;scrambled_miRNA;Proline;827;1;2;7;0.1602
B3;scrambled_miRNA;Proline;827;2;2;7;0.159299999
B4;plant_miRNA;Proline;827;2;2;7;0.161300004
B6;N.A.;Proline;N.A.;3;N.A.;7;0.083099999
C1;plant_miRNA;Proline;827;4;2;7;0.120300002
C3;plant_miRNA;Proline;827;5;2;7;0.213
C4;scrambled_miRNA;Proline;827;5;2;7;0.217500001
D1;scrambled_miRNA;Proline;827;4;2;7;0.169
D2;N.A.;Proline;N.A.;4;N.A.;7;0.1109
D4;N.A.;Proline;N.A.;5;N.A.;7;0.111100003
A2;plant_miRNA;Proline;827;1;2;8;0.236300007
A4;N.A.;Proline;N.A.;2;N.A.;8;0.169100001
A5;scrambled_miRNA;Proline;827;3;2;8;0.229699999
A6;plant_miRNA;Proline;827;3;2;8;0.2324
B1;N.A.;Proline;N.A.;1;N.A.;8;0.096900001
B2;scrambled_miRNA;Proline;827;1;2;8;0.168099999
B3;scrambled_miRNA;Proline;827;2;2;8;0.165700004
B4;plant_miRNA;Proline;827;2;2;8;0.167999998
B6;N.A.;Proline;N.A.;3;N.A.;8;0.083499998
C1;plant_miRNA;Proline;827;4;2;8;0.124399997
C3;plant_miRNA;Proline;827;5;2;8;0.216900006
C4;scrambled_miRNA;Proline;827;5;2;8;0.223800004
D1;scrambled_miRNA;Proline;827;4;2;8;0.175799996
D2;N.A.;Proline;N.A.;4;N.A.;8;0.111900002
D4;N.A.;Proline;N.A.;5;N.A.;8;0.111299999
A2;plant_miRNA;Proline;827;1;2;9;0.237100005
A4;N.A.;Proline;N.A.;2;N.A.;9;0.167600006
A5;scrambled_miRNA;Proline;827;3;2;9;0.233899996
A6;plant_miRNA;Proline;827;3;2;9;0.235300004
B1;N.A.;Proline;N.A.;1;N.A.;9;0.096699998
B2;scrambled_miRNA;Proline;827;1;2;9;0.175600007
B3;scrambled_miRNA;Proline;827;2;2;9;0.172600001
B4;plant_miRNA;Proline;827;2;2;9;0.176200002
B6;N.A.;Proline;N.A.;3;N.A.;9;0.0832
C1;plant_miRNA;Proline;827;4;2;9;0.127499998
C3;plant_miRNA;Proline;827;5;2;9;0.224000007
C4;scrambled_miRNA;Proline;827;5;2;9;0.229300007
D1;scrambled_miRNA;Proline;827;4;2;9;0.178000003
D2;N.A.;Proline;N.A.;4;N.A.;9;0.112499997
D4;N.A.;Proline;N.A.;5;N.A.;9;0.109300002
A2;plant_miRNA;Proline;827;1;2;10;0.244800001
A4;N.A.;Proline;N.A.;2;N.A.;10;0.167500004
A5;scrambled_miRNA;Proline;827;3;2;10;0.243100002
A6;plant_miRNA;Proline;827;3;2;10;0.240799993
B1;N.A.;Proline;N.A.;1;N.A.;10;0.097099997
B2;scrambled_miRNA;Proline;827;1;2;10;0.184400007
B3;scrambled_miRNA;Proline;827;2;2;10;0.180700004
B4;plant_miRNA;Proline;827;2;2;10;0.181400001
B6;N.A.;Proline;N.A.;3;N.A.;10;0.083300002
C1;plant_miRNA;Proline;827;4;2;10;0.132699996
C3;plant_miRNA;Proline;827;5;2;10;0.231099993
C4;scrambled_miRNA;Proline;827;5;2;10;0.237200007
D1;scrambled_miRNA;Proline;827;4;2;10;0.184499994
D2;N.A.;Proline;N.A.;4;N.A.;10;0.112199999
D4;N.A.;Proline;N.A.;5;N.A.;10;0.107799999
A2;plant_miRNA;Proline;827;1;2;11;0.248899996
A4;N.A.;Proline;N.A.;2;N.A.;11;0.169400007
A5;scrambled_miRNA;Proline;827;3;2;11;0.25
A6;plant_miRNA;Proline;827;3;2;11;0.249400005
B1;N.A.;Proline;N.A.;1;N.A.;11;0.097199999
B2;scrambled_miRNA;Proline;827;1;2;11;0.190099999
B3;scrambled_miRNA;Proline;827;2;2;11;0.189300001
B4;plant_miRNA;Proline;827;2;2;11;0.187800005
B6;N.A.;Proline;N.A.;3;N.A.;11;0.083400004
C1;plant_miRNA;Proline;827;4;2;11;0.138500005
C3;plant_miRNA;Proline;827;5;2;11;0.236900002
C4;scrambled_miRNA;Proline;827;5;2;11;0.244100004
D1;scrambled_miRNA;Proline;827;4;2;11;0.189999998
D2;N.A.;Proline;N.A.;4;N.A.;11;0.112499997
D4;N.A.;Proline;N.A.;5;N.A.;11;0.105700001
A2;plant_miRNA;Proline;827;1;2;12;0.259600013
A4;N.A.;Proline;N.A.;2;N.A.;12;0.168599993
A5;scrambled_miRNA;Proline;827;3;2;12;0.250800014
A6;plant_miRNA;Proline;827;3;2;12;0.250099987
B1;N.A.;Proline;N.A.;1;N.A.;12;0.097499996
B2;scrambled_miRNA;Proline;827;1;2;12;0.197799996
B3;scrambled_miRNA;Proline;827;2;2;12;0.191200003
B4;plant_miRNA;Proline;827;2;2;12;0.189999998
B6;N.A.;Proline;N.A.;3;N.A.;12;0.0832
C1;plant_miRNA;Proline;827;4;2;12;0.144999996
C3;plant_miRNA;Proline;827;5;2;12;0.245000005
C4;scrambled_miRNA;Proline;827;5;2;12;0.253199995
D1;scrambled_miRNA;Proline;827;4;2;12;0.195299998
D2;N.A.;Proline;N.A.;4;N.A.;12;0.112499997
D4;N.A.;Proline;N.A.;5;N.A.;12;0.104400001
A2;plant_miRNA;Proline;827;1;2;13;0.208100006
A4;N.A.;Proline;N.A.;2;N.A.;13;0.151800007
A5;scrambled_miRNA;Proline;827;3;2;13;0.210299999
A6;plant_miRNA;Proline;827;3;2;13;0.185800001
B1;N.A.;Proline;N.A.;1;N.A.;13;0.096000001
B2;scrambled_miRNA;Proline;827;1;2;13;0.174400002
B3;scrambled_miRNA;Proline;827;2;2;13;0.174799994
B4;plant_miRNA;Proline;827;2;2;13;0.170699999
B6;N.A.;Proline;N.A.;3;N.A.;13;0.081100002
C1;plant_miRNA;Proline;827;4;2;13;0.147300005
C3;plant_miRNA;Proline;827;5;2;13;0.212699994
C4;scrambled_miRNA;Proline;827;5;2;13;0.209000006
D1;scrambled_miRNA;Proline;827;4;2;13;0.1743
D2;N.A.;Proline;N.A.;4;N.A.;13;0.099799998
D4;N.A.;Proline;N.A.;5;N.A.;13;0.090800002
A2;plant_miRNA;Proline;827;1;2;14;0.203700006
A4;N.A.;Proline;N.A.;2;N.A.;14;0.153099999
A5;scrambled_miRNA;Proline;827;3;2;14;0.217199996
A6;plant_miRNA;Proline;827;3;2;14;0.194600001
B1;N.A.;Proline;N.A.;1;N.A.;14;0.0964
B2;scrambled_miRNA;Proline;827;1;2;14;0.186900005
B3;scrambled_miRNA;Proline;827;2;2;14;0.182099998
B4;plant_miRNA;Proline;827;2;2;14;0.179900005
B6;N.A.;Proline;N.A.;3;N.A.;14;0.080899999
C1;plant_miRNA;Proline;827;4;2;14;0.155100003
C3;plant_miRNA;Proline;827;5;2;14;0.217500001
C4;scrambled_miRNA;Proline;827;5;2;14;0.218400002
D1;scrambled_miRNA;Proline;827;4;2;14;0.1831
D2;N.A.;Proline;N.A.;4;N.A.;14;0.098899998
D4;N.A.;Proline;N.A.;5;N.A.;14;0.090400003
A2;plant_miRNA;Proline;827;1;2;15;0.215499997
A4;N.A.;Proline;N.A.;2;N.A.;15;0.153899997
A5;scrambled_miRNA;Proline;827;3;2;15;0.233099997
A6;plant_miRNA;Proline;827;3;2;15;0.206599995
B1;N.A.;Proline;N.A.;1;N.A.;15;0.097800002
B2;scrambled_miRNA;Proline;827;1;2;15;0.193200007
B3;scrambled_miRNA;Proline;827;2;2;15;0.196899995
B4;plant_miRNA;Proline;827;2;2;15;0.196500003
B6;N.A.;Proline;N.A.;3;N.A.;15;0.081100002
C1;plant_miRNA;Proline;827;4;2;15;0.167199999
C3;plant_miRNA;Proline;827;5;2;15;0.228200004
C4;scrambled_miRNA;Proline;827;5;2;15;0.229499996
D1;scrambled_miRNA;Proline;827;4;2;15;0.191699997
D2;N.A.;Proline;N.A.;4;N.A.;15;0.100199997
D4;N.A.;Proline;N.A.;5;N.A.;15;0.090700001
A2;plant_miRNA;Proline;827;1;2;16;0.229000002
A4;N.A.;Proline;N.A.;2;N.A.;16;0.1523
A5;scrambled_miRNA;Proline;827;3;2;16;0.248099998
A6;plant_miRNA;Proline;827;3;2;16;0.223000005
B1;N.A.;Proline;N.A.;1;N.A.;16;0.095899999
B2;scrambled_miRNA;Proline;827;1;2;16;0.210700005
B3;scrambled_miRNA;Proline;827;2;2;16;0.2086
B4;plant_miRNA;Proline;827;2;2;16;0.208299994
B6;N.A.;Proline;N.A.;3;N.A.;16;0.081299998
C1;plant_miRNA;Proline;827;4;2;16;0.179199994
C3;plant_miRNA;Proline;827;5;2;16;0.242500007
C4;scrambled_miRNA;Proline;827;5;2;16;0.243000001
D1;scrambled_miRNA;Proline;827;4;2;16;0.202500001
D2;N.A.;Proline;N.A.;4;N.A.;16;0.100000001
D4;N.A.;Proline;N.A.;5;N.A.;16;0.090400003
A2;plant_miRNA;Proline;827;1;2;17;0.244599998
A4;N.A.;Proline;N.A.;2;N.A.;17;0.151700005
A5;scrambled_miRNA;Proline;827;3;2;17;0.264099985
A6;plant_miRNA;Proline;827;3;2;17;0.232099995
B1;N.A.;Proline;N.A.;1;N.A.;17;0.095200002
B2;scrambled_miRNA;Proline;827;1;2;17;0.227699995
B3;scrambled_miRNA;Proline;827;2;2;17;0.219300002
B4;plant_miRNA;Proline;827;2;2;17;0.223900005
B6;N.A.;Proline;N.A.;3;N.A.;17;0.081100002
C1;plant_miRNA;Proline;827;4;2;17;0.198100001
C3;plant_miRNA;Proline;827;5;2;17;0.258700013
C4;scrambled_miRNA;Proline;827;5;2;17;0.259200007
D1;scrambled_miRNA;Proline;827;4;2;17;0.2139
D2;N.A.;Proline;N.A.;4;N.A.;17;0.098999999
D4;N.A.;Proline;N.A.;5;N.A.;17;0.0898
A2;plant_miRNA;Proline;827;1;2;18;0.261200011
A4;N.A.;Proline;N.A.;2;N.A.;18;0.150299996
A5;scrambled_miRNA;Proline;827;3;2;18;0.277500004
A6;plant_miRNA;Proline;827;3;2;18;0.247099996
B1;N.A.;Proline;N.A.;1;N.A.;18;0.095799997
B2;scrambled_miRNA;Proline;827;1;2;18;0.237000003
B3;scrambled_miRNA;Proline;827;2;2;18;0.235100001
B4;plant_miRNA;Proline;827;2;2;18;0.238499999
B6;N.A.;Proline;N.A.;3;N.A.;18;0.081
C1;plant_miRNA;Proline;827;4;2;18;0.209700003
C3;plant_miRNA;Proline;827;5;2;18;0.283300012
C4;scrambled_miRNA;Proline;827;5;2;18;0.273600012
D1;scrambled_miRNA;Proline;827;4;2;18;0.224000007
D2;N.A.;Proline;N.A.;4;N.A.;18;0.097999997
D4;N.A.;Proline;N.A.;5;N.A.;18;0.089500003
A2;plant_miRNA;Proline;827;1;2;19;0.229300007
A4;N.A.;Proline;N.A.;2;N.A.;19;0.115900002
A5;scrambled_miRNA;Proline;827;3;2;19;0.241699994
A6;plant_miRNA;Proline;827;3;2;19;0.213
B1;N.A.;Proline;N.A.;1;N.A.;19;0.085900001
B2;scrambled_miRNA;Proline;827;1;2;19;0.203400001
B3;scrambled_miRNA;Proline;827;2;2;19;0.207699999
B4;plant_miRNA;Proline;827;2;2;19;0.213300005
B6;N.A.;Proline;N.A.;3;N.A.;19;0.082900003
C1;plant_miRNA;Proline;827;4;2;19;0.202999994
C3;plant_miRNA;Proline;827;5;2;19;0.217899993
C4;scrambled_miRNA;Proline;827;5;2;19;0.251199991
D1;scrambled_miRNA;Proline;827;4;2;19;0.1972
D2;N.A.;Proline;N.A.;4;N.A.;19;0.086199999
D4;N.A.;Proline;N.A.;5;N.A.;19;0.086300001
A2;plant_miRNA;Proline;827;1;2;20;0.241400003
A4;N.A.;Proline;N.A.;2;N.A.;20;0.117200002
A5;scrambled_miRNA;Proline;827;3;2;20;0.260500014
A6;plant_miRNA;Proline;827;3;2;20;0.226500005
B1;N.A.;Proline;N.A.;1;N.A.;20;0.085299999
B2;scrambled_miRNA;Proline;827;1;2;20;0.220200002
B3;scrambled_miRNA;Proline;827;2;2;20;0.205699995
B4;plant_miRNA;Proline;827;2;2;20;0.224199995
B6;N.A.;Proline;N.A.;3;N.A.;20;0.0823
C1;plant_miRNA;Proline;827;4;2;20;0.219600007
C3;plant_miRNA;Proline;827;5;2;20;0.234799996
C4;scrambled_miRNA;Proline;827;5;2;20;0.2676
D1;scrambled_miRNA;Proline;827;4;2;20;0.208900005
D2;N.A.;Proline;N.A.;4;N.A.;20;0.087300003
D4;N.A.;Proline;N.A.;5;N.A.;20;0.0858
A2;plant_miRNA;Proline;827;1;2;21;0.260800004
A4;N.A.;Proline;N.A.;2;N.A.;21;0.117299996
A5;scrambled_miRNA;Proline;827;3;2;21;0.273600012
A6;plant_miRNA;Proline;827;3;2;21;0.2377
B1;N.A.;Proline;N.A.;1;N.A.;21;0.084899999
B2;scrambled_miRNA;Proline;827;1;2;21;0.234699994
B3;scrambled_miRNA;Proline;827;2;2;21;0.219099998
B4;plant_miRNA;Proline;827;2;2;21;0.243599996
B6;N.A.;Proline;N.A.;3;N.A.;21;0.082099997
C1;plant_miRNA;Proline;827;4;2;21;0.218899995
C3;plant_miRNA;Proline;827;5;2;21;0.243000001
C4;scrambled_miRNA;Proline;827;5;2;21;0.280699998
D1;scrambled_miRNA;Proline;827;4;2;21;0.211300001
D2;N.A.;Proline;N.A.;4;N.A.;21;0.0876
D4;N.A.;Proline;N.A.;5;N.A.;21;0.085100003
A2;plant_miRNA;Proline;827;1;2;22;0.273099989
A4;N.A.;Proline;N.A.;2;N.A.;22;0.114600003
A5;scrambled_miRNA;Proline;827;3;2;22;0.277099997
A6;plant_miRNA;Proline;827;3;2;22;0.247700006
B1;N.A.;Proline;N.A.;1;N.A.;22;0.086599998
B2;scrambled_miRNA;Proline;827;1;2;22;0.249799997
B3;scrambled_miRNA;Proline;827;2;2;22;0.227699995
B4;plant_miRNA;Proline;827;2;2;22;0.246000007
B6;N.A.;Proline;N.A.;3;N.A.;22;0.0823
C1;plant_miRNA;Proline;827;4;2;22;0.232899994
C3;plant_miRNA;Proline;827;5;2;22;0.254200011
C4;scrambled_miRNA;Proline;827;5;2;22;0.291399986
D1;scrambled_miRNA;Proline;827;4;2;22;0.225799993
D2;N.A.;Proline;N.A.;4;N.A.;22;0.086099997
D4;N.A.;Proline;N.A.;5;N.A.;22;0.086099997
A2;plant_miRNA;Proline;827;1;2;23;0.291700006
A4;N.A.;Proline;N.A.;2;N.A.;23;0.099299997
A5;scrambled_miRNA;Proline;827;3;2;23;0.291700006
A6;plant_miRNA;Proline;827;3;2;23;0.245399997
B1;N.A.;Proline;N.A.;1;N.A.;23;0.078199998
B2;scrambled_miRNA;Proline;827;1;2;23;0.271100014
B3;scrambled_miRNA;Proline;827;2;2;23;0.233899996
B4;plant_miRNA;Proline;827;2;2;23;0.235200003
B6;N.A.;Proline;N.A.;3;N.A.;23;0.079800002
C1;plant_miRNA;Proline;827;4;2;23;0.252900004
C3;plant_miRNA;Proline;827;5;2;23;0.266000003
C4;scrambled_miRNA;Proline;827;5;2;23;0.316599995
D1;scrambled_miRNA;Proline;827;4;2;23;0.212200001
D2;N.A.;Proline;N.A.;4;N.A.;23;0.077699997
D4;N.A.;Proline;N.A.;5;N.A.;23;0.069499999
A2;plant_miRNA;Proline;827;1;2;24;0.291000009
A4;N.A.;Proline;N.A.;2;N.A.;24;0.100900002
A5;scrambled_miRNA;Proline;827;3;2;24;0.300999999
A6;plant_miRNA;Proline;827;3;2;24;0.266600013
B1;N.A.;Proline;N.A.;1;N.A.;24;0.074900001
B2;scrambled_miRNA;Proline;827;1;2;24;0.271100014
B3;scrambled_miRNA;Proline;827;2;2;24;0.2447
B4;plant_miRNA;Proline;827;2;2;24;0.234999999
B6;N.A.;Proline;N.A.;3;N.A.;24;0.068999998
C1;plant_miRNA;Proline;827;4;2;24;0.25999999
C3;plant_miRNA;Proline;827;5;2;24;0.273400009
C4;scrambled_miRNA;Proline;827;5;2;24;0.315299988
D1;scrambled_miRNA;Proline;827;4;2;24;0.217199996
D2;N.A.;Proline;N.A.;4;N.A.;24;0.078100003
D4;N.A.;Proline;N.A.;5;N.A.;24;0.0722
