Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600
E7	N.A.	L-Lysine	N.A.	3	N.A.	0	0.0779
E8	scrambled_miRNA	L-Lysine	ath158b	4	2	0	0.086
E9	plant_miRNA	L-Lysine	ath5642b	4	2	0	0.0826
E10	plant_miRNA	L-Lysine	ath827	5	2	0	0.0845
E11	scrambled_miRNA	L-Lysine	ath158b	5	2	0	0.0896
F2	scrambled_miRNA	L-Lysine	ath5642b	1	2	0	0.0916
F3	N.A.	L-Lysine	N.A.	1	N.A.	0	0.0796
F4	N.A.	L-Lysine	N.A.	2	N.A.	0	0.0867
F5	plant_miRNA	L-Lysine	ath5642b	2	2	0	0.0874
F6	scrambled_miRNA	L-Lysine	aof159	3	2	0	0.0857
F7	scrambled_miRNA	L-Lysine	ath158b	3	2	0	0.089
F8	scrambled_miRNA	L-Lysine	ath827	4	2	0	0.0891
F9	N.A.	L-Lysine	N.A.	4	2	0	0.0801
F10	plant_miRNA	L-Lysine	ath158a3p	5	2	0	0.0812
F11	plant_miRNA	L-Lysine	aof159	5	2	0	0.0858
G2	plant_miRNA	L-Lysine	ath5642b	1	2	0	0.0878
G3	N.A.	L-Lysine	N.A.	1	N.A.	0	0.0817
G4	N.A.	L-Lysine	N.A.	2	N.A.	0	0.0825
G5	scrambled_miRNA	L-Lysine	ath5642b	2	2	0	0.0892
G6	plant_miRNA	L-Lysine	aof159	3	2	0	0.0846
G7	plant_miRNA	L-Lysine	ath158b	3	2	0	0.0845
G8	plant_miRNA	L-Lysine	ath827	4	2	0	0.0887
G9	N.A.	L-Lysine	N.A.	4	N.A.	0	0.0808
G10	scrambled_miRNA	L-Lysine	ath158a3p	5	2	0	0.088
G11	scrambled_miRNA	L-Lysine	aof159	5	2	0	0.0862
B2	plant_miRNA	L-Lysine	ath827	1	2	1	0.0947
B3	plant_miRNA	L-Lysine	ath158b	1	2	1	0.0957
B4	scrambled_miRNA	L-Lysine	ath158b	2	2	1	0.0953
B5	scrambled_miRNA	L-Lysine	ath158a3p	2	2	1	0.0959
B6	scrambled_miRNA	L-Lysine	ath827	3	2	1	0.095
B7	plant_miRNA	L-Lysine	ath5642b	3	2	1	0.0874
B8	plant_miRNA	L-Lysine	aof159	4	2	1	0.0878
B9	plant_miRNA	L-Lysine	ath158a3p	4	2	1	0.0884
B10	scrambled_miRNA	L-Lysine	ath5642b	5	2	1	0.0929
B11	N.A.	L-Lysine	N.A.	5	N.A.	1	0.0817
C2	scrambled_miRNA	L-Lysine	ath827	1	2	1	0.0962
C3	scrambled_miRNA	L-Lysine	ath158b	1	2	1	0.0962
C4	plant_miRNA	L-Lysine	ath158b	2	2	1	0.0957
C5	plant_miRNA	L-Lysine	ath158a3p	2	2	1	0.0944
C6	plant_miRNA	L-Lysine	ath827	3	2	1	0.0933
C7	scrambled_miRNA	L-Lysine	ath5642b	3	2	1	0.093
C8	scrambled_miRNA	L-Lysine	aof159	4	2	1	0.0916
C9	scrambled_miRNA	L-Lysine	ath158a3p	4	2	1	0.0928
C10	plant_miRNA	L-Lysine	ath5642b	5	2	1	0.09
C11	N.A.	L-Lysine	N.A.	5	N.A.	1	0.0767
D2	scrambled_miRNA	L-Lysine	ath158a3p	1	2	1	0.0947
D3	plant_miRNA	L-Lysine	aof159	1	2	1	0.0868
D4	scrambled_miRNA	L-Lysine	aof159	2	2	1	0.0946
D5	plant_miRNA	L-Lysine	ath827	2	2	1	0.0877
D6	plant_miRNA	L-Lysine	ath158a3p	3	2	1	0.0905
D7	N.A.	L-Lysine	N.A.	3	2	1	0.0822
D8	plant_miRNA	L-Lysine	ath158b	4	2	1	0.092
D9	scrambled_miRNA	L-Lysine	ath5642b	4	2	1	0.093
D10	scrambled_miRNA	L-Lysine	ath827	5	2	1	0.0955
D11	plant_miRNA	L-Lysine	ath158b	5		1	0.0933
E2	plant_miRNA	L-Lysine	ath158a3p	1	2	1	0.0868
E3	scrambled_miRNA	L-Lysine	aof159	1	2	1	0.0858
E4	plant_miRNA	L-Lysine	aof159	2	2	1	0.0906
E5	scrambled_miRNA	L-Lysine	ath827	2	2	1	0.0922
E6	scrambled_miRNA	L-Lysine	ath158a3p	3	2	1	0.0928
E7	N.A.	L-Lysine	N.A.	3	N.A.	1	0.0809
E8	scrambled_miRNA	L-Lysine	ath158b	4	2	1	0.0907
E9	plant_miRNA	L-Lysine	ath5642b	4	2	1	0.0926
E10	plant_miRNA	L-Lysine	ath827	5	2	1	0.0918
E11	scrambled_miRNA	L-Lysine	ath158b	5	2	1	0.091
F2	scrambled_miRNA	L-Lysine	ath5642b	1	2	1	0.0883
F3	N.A.	L-Lysine	N.A.	1	N.A.	1	0.0822
F4	N.A.	L-Lysine	N.A.	2	N.A.	1	0.0886
F5	plant_miRNA	L-Lysine	ath5642b	2	2	1	0.0957
F6	scrambled_miRNA	L-Lysine	aof159	3	2	1	0.095
F7	scrambled_miRNA	L-Lysine	ath158b	3	2	1	0.093
F8	scrambled_miRNA	L-Lysine	ath827	4	2	1	0.1046
F9	N.A.	L-Lysine	N.A.	4	2	1	0.0835
F10	plant_miRNA	L-Lysine	ath158a3p	5	2	1	0.095
F11	plant_miRNA	L-Lysine	aof159	5	2	1	0.0922
G2	plant_miRNA	L-Lysine	ath5642b	1	2	1	0.0894
G3	N.A.	L-Lysine	N.A.	1	N.A.	1	0.0824
G4	N.A.	L-Lysine	N.A.	2	N.A.	1	0.0859
G5	scrambled_miRNA	L-Lysine	ath5642b	2	2	1	0.0967
G6	plant_miRNA	L-Lysine	aof159	3	2	1	0.0944
G7	plant_miRNA	L-Lysine	ath158b	3	2	1	0.0936
G8	plant_miRNA	L-Lysine	ath827	4	2	1	0.0914
G9	N.A.	L-Lysine	N.A.	4	N.A.	1	0.0868
G10	scrambled_miRNA	L-Lysine	ath158a3p	5	2	1	0.0895
G11	scrambled_miRNA	L-Lysine	aof159	5	2	1	0.0945
B2	plant_miRNA	L-Lysine	ath827	1	2	2	0.095
B3	plant_miRNA	L-Lysine	ath158b	1	2	2	0.0973
B4	scrambled_miRNA	L-Lysine	ath158b	2	2	2	0.0962
B5	scrambled_miRNA	L-Lysine	ath158a3p	2	2	2	0.0972
B6	scrambled_miRNA	L-Lysine	ath827	3	2	2	0.0967
B7	plant_miRNA	L-Lysine	ath5642b	3	2	2	0.0911
B8	plant_miRNA	L-Lysine	aof159	4	2	2	0.0941
B9	plant_miRNA	L-Lysine	ath158a3p	4	2	2	0.0914
B10	scrambled_miRNA	L-Lysine	ath5642b	5	2	2	0.0942
B11	N.A.	L-Lysine	N.A.	5	N.A.	2	0.0819
C2	scrambled_miRNA	L-Lysine	ath827	1	2	2	0.0976
C3	scrambled_miRNA	L-Lysine	ath158b	1	2	2	0.0965
C4	plant_miRNA	L-Lysine	ath158b	2	2	2	0.0967
C5	plant_miRNA	L-Lysine	ath158a3p	2	2	2	0.0962
C6	plant_miRNA	L-Lysine	ath827	3	2	2	0.0954
C7	scrambled_miRNA	L-Lysine	ath5642b	3	2	2	0.0961
C8	scrambled_miRNA	L-Lysine	aof159	4	2	2	0.093
C9	scrambled_miRNA	L-Lysine	ath158a3p	4	2	2	0.0963
C10	plant_miRNA	L-Lysine	ath5642b	5	2	2	0.0925
C11	N.A.	L-Lysine	N.A.	5	N.A.	2	0.0777
D2	scrambled_miRNA	L-Lysine	ath158a3p	1	2	2	0.0935
D3	plant_miRNA	L-Lysine	aof159	1	2	2	0.0879
D4	scrambled_miRNA	L-Lysine	aof159	2	2	2	0.0954
D5	plant_miRNA	L-Lysine	ath827	2	2	2	0.0891
D6	plant_miRNA	L-Lysine	ath158a3p	3	2	2	0.0935
D7	N.A.	L-Lysine	N.A.	3	2	2	0.0851
D8	plant_miRNA	L-Lysine	ath158b	4	2	2	0.0953
D9	scrambled_miRNA	L-Lysine	ath5642b	4	2	2	0.0966
D10	scrambled_miRNA	L-Lysine	ath827	5	2	2	0.0987
D11	plant_miRNA	L-Lysine	ath158b	5		2	0.0986
E2	plant_miRNA	L-Lysine	ath158a3p	1	2	2	0.0874
E3	scrambled_miRNA	L-Lysine	aof159	1	2	2	0.0864
E4	plant_miRNA	L-Lysine	aof159	2	2	2	0.0916
E5	scrambled_miRNA	L-Lysine	ath827	2	2	2	0.0946
E6	scrambled_miRNA	L-Lysine	ath158a3p	3	2	2	0.095
E7	N.A.	L-Lysine	N.A.	3	N.A.	2	0.0814
E8	scrambled_miRNA	L-Lysine	ath158b	4	2	2	0.0931
E9	plant_miRNA	L-Lysine	ath5642b	4	2	2	0.0961
E10	plant_miRNA	L-Lysine	ath827	5	2	2	0.0946
E11	scrambled_miRNA	L-Lysine	ath158b	5	2	2	0.0923
F2	scrambled_miRNA	L-Lysine	ath5642b	1	2	2	0.0893
F3	N.A.	L-Lysine	N.A.	1	N.A.	2	0.084
F4	N.A.	L-Lysine	N.A.	2	N.A.	2	0.0879
F5	plant_miRNA	L-Lysine	ath5642b	2	2	2	0.1008
F6	scrambled_miRNA	L-Lysine	aof159	3	2	2	0.098
F7	scrambled_miRNA	L-Lysine	ath158b	3	2	2	0.0948
F8	scrambled_miRNA	L-Lysine	ath827	4	2	2	0.1075
F9	N.A.	L-Lysine	N.A.	4	2	2	0.0858
F10	plant_miRNA	L-Lysine	ath158a3p	5	2	2	0.0966
F11	plant_miRNA	L-Lysine	aof159	5	2	2	0.0926
G2	plant_miRNA	L-Lysine	ath5642b	1	2	2	0.0916
G3	N.A.	L-Lysine	N.A.	1	N.A.	2	0.0816
G4	N.A.	L-Lysine	N.A.	2	N.A.	2	0.086
G5	scrambled_miRNA	L-Lysine	ath5642b	2	2	2	0.0985
G6	plant_miRNA	L-Lysine	aof159	3	2	2	0.0958
G7	plant_miRNA	L-Lysine	ath158b	3	2	2	0.0953
G8	plant_miRNA	L-Lysine	ath827	4	2	2	0.0911
G9	N.A.	L-Lysine	N.A.	4	N.A.	2	0.0876
G10	scrambled_miRNA	L-Lysine	ath158a3p	5	2	2	0.0916
G11	scrambled_miRNA	L-Lysine	aof159	5	2	2	0.0981
B2	plant_miRNA	L-Lysine	ath827	1	2	3	0.1003
B3	plant_miRNA	L-Lysine	ath158b	1	2	3	0.0972
B4	scrambled_miRNA	L-Lysine	ath158b	2	2	3	0.0963
B5	scrambled_miRNA	L-Lysine	ath158a3p	2	2	3	0.0978
B6	scrambled_miRNA	L-Lysine	ath827	3	2	3	0.0976
B7	plant_miRNA	L-Lysine	ath5642b	3	2	3	0.0927
B8	plant_miRNA	L-Lysine	aof159	4	2	3	0.097
B9	plant_miRNA	L-Lysine	ath158a3p	4	2	3	0.0942
B10	scrambled_miRNA	L-Lysine	ath5642b	5	2	3	0.0972
B11	N.A.	L-Lysine	N.A.	5	N.A.	3	0.0802
C2	scrambled_miRNA	L-Lysine	ath827	1	2	3	0.1011
C3	scrambled_miRNA	L-Lysine	ath158b	1	2	3	0.0976
C4	plant_miRNA	L-Lysine	ath158b	2	2	3	0.0983
C5	plant_miRNA	L-Lysine	ath158a3p	2	2	3	0.0986
C6	plant_miRNA	L-Lysine	ath827	3	2	3	0.0977
C7	scrambled_miRNA	L-Lysine	ath5642b	3	2	3	0.0983
C8	scrambled_miRNA	L-Lysine	aof159	4	2	3	0.0953
C9	scrambled_miRNA	L-Lysine	ath158a3p	4	2	3	0.0974
C10	plant_miRNA	L-Lysine	ath5642b	5	2	3	0.0978
C11	N.A.	L-Lysine	N.A.	5	N.A.	3	0.0775
D2	scrambled_miRNA	L-Lysine	ath158a3p	1	2	3	0.0931
D3	plant_miRNA	L-Lysine	aof159	1	2	3	0.0883
D4	scrambled_miRNA	L-Lysine	aof159	2	2	3	0.0964
D5	plant_miRNA	L-Lysine	ath827	2	2	3	0.09
D6	plant_miRNA	L-Lysine	ath158a3p	3	2	3	0.0953
D7	N.A.	L-Lysine	N.A.	3	2	3	0.0846
D8	plant_miRNA	L-Lysine	ath158b	4	2	3	0.0969
D9	scrambled_miRNA	L-Lysine	ath5642b	4	2	3	0.0982
D10	scrambled_miRNA	L-Lysine	ath827	5	2	3	0.1001
D11	plant_miRNA	L-Lysine	ath158b	5		3	0.1004
E2	plant_miRNA	L-Lysine	ath158a3p	1	2	3	0.0885
E3	scrambled_miRNA	L-Lysine	aof159	1	2	3	0.0869
E4	plant_miRNA	L-Lysine	aof159	2	2	3	0.0921
E5	scrambled_miRNA	L-Lysine	ath827	2	2	3	0.0955
E6	scrambled_miRNA	L-Lysine	ath158a3p	3	2	3	0.0969
E7	N.A.	L-Lysine	N.A.	3	N.A.	3	0.0801
E8	scrambled_miRNA	L-Lysine	ath158b	4	2	3	0.0949
E9	plant_miRNA	L-Lysine	ath5642b	4	2	3	0.0985
E10	plant_miRNA	L-Lysine	ath827	5	2	3	0.0981
E11	scrambled_miRNA	L-Lysine	ath158b	5	2	3	0.0954
F2	scrambled_miRNA	L-Lysine	ath5642b	1	2	3	0.089
F3	N.A.	L-Lysine	N.A.	1	N.A.	3	0.0821
F4	N.A.	L-Lysine	N.A.	2	N.A.	3	0.0857
F5	plant_miRNA	L-Lysine	ath5642b	2	2	3	0.1024
F6	scrambled_miRNA	L-Lysine	aof159	3	2	3	0.0993
F7	scrambled_miRNA	L-Lysine	ath158b	3	2	3	0.096
F8	scrambled_miRNA	L-Lysine	ath827	4	2	3	0.1086
F9	N.A.	L-Lysine	N.A.	4	2	3	0.0857
F10	plant_miRNA	L-Lysine	ath158a3p	5	2	3	0.0992
F11	plant_miRNA	L-Lysine	aof159	5	2	3	0.0956
G2	plant_miRNA	L-Lysine	ath5642b	1	2	3	0.0932
G3	N.A.	L-Lysine	N.A.	1	N.A.	3	0.0798
G4	N.A.	L-Lysine	N.A.	2	N.A.	3	0.0854
G5	scrambled_miRNA	L-Lysine	ath5642b	2	2	3	0.1006
G6	plant_miRNA	L-Lysine	aof159	3	2	3	0.0972
G7	plant_miRNA	L-Lysine	ath158b	3	2	3	0.0966
G8	plant_miRNA	L-Lysine	ath827	4	2	3	0.0931
G9	N.A.	L-Lysine	N.A.	4	N.A.	3	0.0871
G10	scrambled_miRNA	L-Lysine	ath158a3p	5	2	3	0.0929
G11	scrambled_miRNA	L-Lysine	aof159	5	2	3	0.0998
B2	plant_miRNA	L-Lysine	ath827	1	2	4	0.1037
B3	plant_miRNA	L-Lysine	ath158b	1	2	4	0.1038
B4	scrambled_miRNA	L-Lysine	ath158b	2	2	4	0.1034
B5	scrambled_miRNA	L-Lysine	ath158a3p	2	2	4	0.1046
B6	scrambled_miRNA	L-Lysine	ath827	3	2	4	0.0989
B7	plant_miRNA	L-Lysine	ath5642b	3	2	4	0.096
B8	plant_miRNA	L-Lysine	aof159	4	2	4	0.1011
B9	plant_miRNA	L-Lysine	ath158a3p	4	2	4	0.0986
B10	scrambled_miRNA	L-Lysine	ath5642b	5	2	4	0.1003
B11	N.A.	L-Lysine	N.A.	5	N.A.	4	0.0804
C2	scrambled_miRNA	L-Lysine	ath827	1	2	4	0.1031
C3	scrambled_miRNA	L-Lysine	ath158b	1	2	4	0.1013
C4	plant_miRNA	L-Lysine	ath158b	2	2	4	0.1001
C5	plant_miRNA	L-Lysine	ath158a3p	2	2	4	0.1006
C6	plant_miRNA	L-Lysine	ath827	3	2	4	0.0995
C7	scrambled_miRNA	L-Lysine	ath5642b	3	2	4	0.1008
C8	scrambled_miRNA	L-Lysine	aof159	4	2	4	0.0978
C9	scrambled_miRNA	L-Lysine	ath158a3p	4	2	4	0.0996
C10	plant_miRNA	L-Lysine	ath5642b	5	2	4	0.1007
C11	N.A.	L-Lysine	N.A.	5	N.A.	4	0.0778
D2	scrambled_miRNA	L-Lysine	ath158a3p	1	2	4	0.1032
D3	plant_miRNA	L-Lysine	aof159	1	2	4	0.0957
D4	scrambled_miRNA	L-Lysine	aof159	2	2	4	0.0984
D5	plant_miRNA	L-Lysine	ath827	2	2	4	0.0933
D6	plant_miRNA	L-Lysine	ath158a3p	3	2	4	0.0974
D7	N.A.	L-Lysine	N.A.	3	2	4	0.0842
D8	plant_miRNA	L-Lysine	ath158b	4	2	4	0.0997
D9	scrambled_miRNA	L-Lysine	ath5642b	4	2	4	0.1012
D10	scrambled_miRNA	L-Lysine	ath827	5	2	4	0.1025
D11	plant_miRNA	L-Lysine	ath158b	5		4	0.1034
E2	plant_miRNA	L-Lysine	ath158a3p	1	2	4	0.0915
E3	scrambled_miRNA	L-Lysine	aof159	1	2	4	0.0896
E4	plant_miRNA	L-Lysine	aof159	2	2	4	0.0953
E5	scrambled_miRNA	L-Lysine	ath827	2	2	4	0.0971
E6	scrambled_miRNA	L-Lysine	ath158a3p	3	2	4	0.1
E7	N.A.	L-Lysine	N.A.	3	N.A.	4	0.0794
E8	scrambled_miRNA	L-Lysine	ath158b	4	2	4	0.0984
E9	plant_miRNA	L-Lysine	ath5642b	4	2	4	0.1013
E10	plant_miRNA	L-Lysine	ath827	5	2	4	0.1013
E11	scrambled_miRNA	L-Lysine	ath158b	5	2	4	0.0997
F2	scrambled_miRNA	L-Lysine	ath5642b	1	2	4	0.0931
F3	N.A.	L-Lysine	N.A.	1	N.A.	4	0.0807
F4	N.A.	L-Lysine	N.A.	2	N.A.	4	0.0874
F5	plant_miRNA	L-Lysine	ath5642b	2	2	4	0.1051
F6	scrambled_miRNA	L-Lysine	aof159	3	2	4	0.1022
F7	scrambled_miRNA	L-Lysine	ath158b	3	2	4	0.0973
F8	scrambled_miRNA	L-Lysine	ath827	4	2	4	0.1108
F9	N.A.	L-Lysine	N.A.	4	2	4	0.0856
F10	plant_miRNA	L-Lysine	ath158a3p	5	2	4	0.1014
F11	plant_miRNA	L-Lysine	aof159	5	2	4	0.1
G2	plant_miRNA	L-Lysine	ath5642b	1	2	4	0.0952
G3	N.A.	L-Lysine	N.A.	1	N.A.	4	0.0803
G4	N.A.	L-Lysine	N.A.	2	N.A.	4	0.0861
G5	scrambled_miRNA	L-Lysine	ath5642b	2	2	4	0.104
G6	plant_miRNA	L-Lysine	aof159	3	2	4	0.1001
G7	plant_miRNA	L-Lysine	ath158b	3	2	4	0.0994
G8	plant_miRNA	L-Lysine	ath827	4	2	4	0.0955
G9	N.A.	L-Lysine	N.A.	4	N.A.	4	0.0872
G10	scrambled_miRNA	L-Lysine	ath158a3p	5	2	4	0.0955
G11	scrambled_miRNA	L-Lysine	aof159	5	2	4	0.1028
B2	plant_miRNA	L-Lysine	ath827	1	2	5	0.1065
B3	plant_miRNA	L-Lysine	ath158b	1	2	5	0.106
B4	scrambled_miRNA	L-Lysine	ath158b	2	2	5	0.1069
B5	scrambled_miRNA	L-Lysine	ath158a3p	2	2	5	0.1079
B6	scrambled_miRNA	L-Lysine	ath827	3	2	5	0.1024
B7	plant_miRNA	L-Lysine	ath5642b	3	2	5	0.0997
B8	plant_miRNA	L-Lysine	aof159	4	2	5	0.1058
B9	plant_miRNA	L-Lysine	ath158a3p	4	2	5	0.1033
B10	scrambled_miRNA	L-Lysine	ath5642b	5	2	5	0.1068
B11	N.A.	L-Lysine	N.A.	5	N.A.	5	0.0816
C2	scrambled_miRNA	L-Lysine	ath827	1	2	5	0.1059
C3	scrambled_miRNA	L-Lysine	ath158b	1	2	5	0.1066
C4	plant_miRNA	L-Lysine	ath158b	2	2	5	0.1064
C5	plant_miRNA	L-Lysine	ath158a3p	2	2	5	0.1043
C6	plant_miRNA	L-Lysine	ath827	3	2	5	0.1033
C7	scrambled_miRNA	L-Lysine	ath5642b	3	2	5	0.1054
C8	scrambled_miRNA	L-Lysine	aof159	4	2	5	0.1024
C9	scrambled_miRNA	L-Lysine	ath158a3p	4	2	5	0.1019
C10	plant_miRNA	L-Lysine	ath5642b	5	2	5	0.1041
C11	N.A.	L-Lysine	N.A.	5	N.A.	5	0.0776
D2	scrambled_miRNA	L-Lysine	ath158a3p	1	2	5	0.1054
D3	plant_miRNA	L-Lysine	aof159	1	2	5	0.1072
D4	scrambled_miRNA	L-Lysine	aof159	2	2	5	0.103
D5	plant_miRNA	L-Lysine	ath827	2	2	5	0.0967
D6	plant_miRNA	L-Lysine	ath158a3p	3	2	5	0.1012
D7	N.A.	L-Lysine	N.A.	3	2	5	0.0851
D8	plant_miRNA	L-Lysine	ath158b	4	2	5	0.1028
D9	scrambled_miRNA	L-Lysine	ath5642b	4	2	5	0.1042
D10	scrambled_miRNA	L-Lysine	ath827	5	2	5	0.1051
D11	plant_miRNA	L-Lysine	ath158b	5		5	0.1061
E2	plant_miRNA	L-Lysine	ath158a3p	1	2	5	0.1031
E3	scrambled_miRNA	L-Lysine	aof159	1	2	5	0.0949
E4	plant_miRNA	L-Lysine	aof159	2	2	5	0.1053
E5	scrambled_miRNA	L-Lysine	ath827	2	2	5	0.1039
E6	scrambled_miRNA	L-Lysine	ath158a3p	3	2	5	0.1038
E7	N.A.	L-Lysine	N.A.	3	N.A.	5	0.0813
E8	scrambled_miRNA	L-Lysine	ath158b	4	2	5	0.1023
E9	plant_miRNA	L-Lysine	ath5642b	4	2	5	0.1043
E10	plant_miRNA	L-Lysine	ath827	5	2	5	0.1044
E11	scrambled_miRNA	L-Lysine	ath158b	5	2	5	0.1037
F2	scrambled_miRNA	L-Lysine	ath5642b	1	2	5	0.0983
F3	N.A.	L-Lysine	N.A.	1	N.A.	5	0.0827
F4	N.A.	L-Lysine	N.A.	2	N.A.	5	0.0909
F5	plant_miRNA	L-Lysine	ath5642b	2	2	5	0.1095
F6	scrambled_miRNA	L-Lysine	aof159	3	2	5	0.1053
F7	scrambled_miRNA	L-Lysine	ath158b	3	2	5	0.1009
F8	scrambled_miRNA	L-Lysine	ath827	4	2	5	0.1132
F9	N.A.	L-Lysine	N.A.	4	2	5	0.0859
F10	plant_miRNA	L-Lysine	ath158a3p	5	2	5	0.1045
F11	plant_miRNA	L-Lysine	aof159	5	2	5	0.1042
G2	plant_miRNA	L-Lysine	ath5642b	1	2	5	0.0986
G3	N.A.	L-Lysine	N.A.	1	N.A.	5	0.0796
G4	N.A.	L-Lysine	N.A.	2	N.A.	5	0.0877
G5	scrambled_miRNA	L-Lysine	ath5642b	2	2	5	0.1077
G6	plant_miRNA	L-Lysine	aof159	3	2	5	0.1033
G7	plant_miRNA	L-Lysine	ath158b	3	2	5	0.1022
G8	plant_miRNA	L-Lysine	ath827	4	2	5	0.0995
G9	N.A.	L-Lysine	N.A.	4	N.A.	5	0.0871
G10	scrambled_miRNA	L-Lysine	ath158a3p	5	2	5	0.0987
G11	scrambled_miRNA	L-Lysine	aof159	5	2	5	0.1061
B2	plant_miRNA	L-Lysine	ath827	1	2	6	0.1094
B3	plant_miRNA	L-Lysine	ath158b	1	2	6	0.1094
B4	scrambled_miRNA	L-Lysine	ath158b	2	2	6	0.1092
B5	scrambled_miRNA	L-Lysine	ath158a3p	2	2	6	0.1103
B6	scrambled_miRNA	L-Lysine	ath827	3	2	6	0.106
B7	plant_miRNA	L-Lysine	ath5642b	3	2	6	0.1039
B8	plant_miRNA	L-Lysine	aof159	4	2	6	0.1096
B9	plant_miRNA	L-Lysine	ath158a3p	4	2	6	0.1063
B10	scrambled_miRNA	L-Lysine	ath5642b	5	2	6	0.1108
B11	N.A.	L-Lysine	N.A.	5	N.A.	6	0.0846
C2	scrambled_miRNA	L-Lysine	ath827	1	2	6	0.1088
C3	scrambled_miRNA	L-Lysine	ath158b	1	2	6	0.1095
C4	plant_miRNA	L-Lysine	ath158b	2	2	6	0.1095
C5	plant_miRNA	L-Lysine	ath158a3p	2	2	6	0.1073
C6	plant_miRNA	L-Lysine	ath827	3	2	6	0.1069
C7	scrambled_miRNA	L-Lysine	ath5642b	3	2	6	0.1093
C8	scrambled_miRNA	L-Lysine	aof159	4	2	6	0.1075
C9	scrambled_miRNA	L-Lysine	ath158a3p	4	2	6	0.104
C10	plant_miRNA	L-Lysine	ath5642b	5	2	6	0.1064
C11	N.A.	L-Lysine	N.A.	5	N.A.	6	0.0783
D2	scrambled_miRNA	L-Lysine	ath158a3p	1	2	6	0.1083
D3	plant_miRNA	L-Lysine	aof159	1	2	6	0.1116
D4	scrambled_miRNA	L-Lysine	aof159	2	2	6	0.1081
D5	plant_miRNA	L-Lysine	ath827	2	2	6	0.1011
D6	plant_miRNA	L-Lysine	ath158a3p	3	2	6	0.1044
D7	N.A.	L-Lysine	N.A.	3	2	6	0.0873
D8	plant_miRNA	L-Lysine	ath158b	4	2	6	0.1057
D9	scrambled_miRNA	L-Lysine	ath5642b	4	2	6	0.1071
D10	scrambled_miRNA	L-Lysine	ath827	5	2	6	0.1082
D11	plant_miRNA	L-Lysine	ath158b	5		6	0.109
E2	plant_miRNA	L-Lysine	ath158a3p	1	2	6	0.107
E3	scrambled_miRNA	L-Lysine	aof159	1	2	6	0.0998
E4	plant_miRNA	L-Lysine	aof159	2	2	6	0.1091
E5	scrambled_miRNA	L-Lysine	ath827	2	2	6	0.1083
E6	scrambled_miRNA	L-Lysine	ath158a3p	3	2	6	0.1073
E7	N.A.	L-Lysine	N.A.	3	N.A.	6	0.0826
E8	scrambled_miRNA	L-Lysine	ath158b	4	2	6	0.1063
E9	plant_miRNA	L-Lysine	ath5642b	4	2	6	0.1071
E10	plant_miRNA	L-Lysine	ath827	5	2	6	0.1061
E11	scrambled_miRNA	L-Lysine	ath158b	5	2	6	0.1071
