Well_ID	Treatment	N_Source	miRNA	Pair	Plate	Time	OD540
C3	plant	Mix_AA	mix5miR	A	2	16	0.193299994
C4	scramble	Mix_AA	mix5miR	A	2	16	0.213599995
C5	plant	Mix_AA	ath-miR827	A	2	16	0.225199997
C6	scramble	Mix_AA	ath-miR827	A	2	16	0.221900001
C7	control	Mix_AA	control	A	2	16	0.317200005
C8	control	Mix_AA	control	A	2	16	0.30219999
D1	plant	Mix_AA	ath-mir158b	A	2	32	0.152500004
D2	scramble	Mix_AA	ath-mir158b	A	2	32	0.135299996
D3	plant	Mix_AA	mix5miR	A	2	32	0.115099996
D4	scramble	Mix_AA	mix5miR	A	2	32	0.122500002
D5	plant	Mix_AA	ath-miR827	A	2	32	0.141200006
D6	scramble	Mix_AA	ath-miR827	A	2	32	0.1523
D7	control	Mix_AA	control	A	2	32	0.326700002
D8	control	Mix_AA	control	A	2	32	0.287800014
E1	plant	Mix_AA	ath-mir158b	B	2	0	0.275900006
E2	scramble	Mix_AA	ath-mir158b	B	2	0	0.301800013
E3	plant	Mix_AA	mix5miR	B	2	0	0.270200014
E4	scramble	Mix_AA	mix5miR	B	2	0	0.272700012
E5	plant	Mix_AA	ath-miR827	B	2	0	0.285100013
E6	scramble	Mix_AA	ath-miR827	B	2	0	0.292400002
E7	control	Mix_AA	control	B	2	0	0.306899995
E8	control	Mix_AA	control	B	2	0	0.292100012
F1	plant	Mix_AA	ath-mir158b	B	2	8	0.238000005
F2	scramble	Mix_AA	ath-mir158b	B	2	8	0.263999999
F3	plant	Mix_AA	mix5miR	B	2	8	0.227500007
F4	scramble	Mix_AA	mix5miR	B	2	8	0.238999993
F5	plant	Mix_AA	ath-miR827	B	2	8	0.255800009
F6	scramble	Mix_AA	ath-miR827	B	2	8	0.239500001
F7	control	Mix_AA	control	B	2	8	0.277200013
F8	control	Mix_AA	control	B	2	8	0.277799994
G1	plant	Mix_AA	ath-mir158b	B	2	16	0.162900001
G2	scramble	Mix_AA	ath-mir158b	B	2	16	0.185800001
G3	plant	Mix_AA	mix5miR	B	2	16	0.163000003
G4	scramble	Mix_AA	mix5miR	B	2	16	0.175799996
G5	plant	Mix_AA	ath-miR827	B	2	16	0.203199998
G6	scramble	Mix_AA	ath-miR827	B	2	16	0.199200004
G7	control	Mix_AA	control	B	2	16	0.256099999
G8	control	Mix_AA	control	B	2	16	0.258700013
H1	plant	Mix_AA	ath-mir158b	B	2	32	0.151199996
H2	scramble	Mix_AA	ath-mir158b	B	2	32	0.1602
H3	plant	Mix_AA	mix5miR	B	2	32	0.121100001
H4	scramble	Mix_AA	mix5miR	B	2	32	0.125
H5	plant	Mix_AA	ath-miR827	B	2	32	0.157299995
H6	scramble	Mix_AA	ath-miR827	B	2	32	0.154400006
H7	control	Mix_AA	control	B	2	32	0.281100005
H8	control	Mix_AA	control	B	2	32	0.280000001
B9	std	500	NA	NA	2	NA	0.458999991
C9	std	250	NA	NA	2	NA	0.364300013
D9	std	125	NA	NA	2	NA	0.216399997
E9	std	62.5	NA	NA	2	NA	0.150199994
F9	std	31.25	NA	NA	2	NA	0.106600001
G9	std	15.625	NA	NA	2	NA	0.093000002
H9	std	0	NA	NA	2	NA	0.072899997
A10	std	0	NA	NA	2	NA	0.079099998
B10	std	15.625	NA	NA	2	NA	0.092
C10	std	31.25	NA	NA	2	NA	0.108599998
D10	std	62.5	NA	NA	2	NA	0.138999999
E10	std	125	NA	NA	2	NA	0.226999998
F10	std	250	NA	NA	2	NA	0.359299988
G10	std	500	NA	NA	2	NA	0.449800014
